Longitude Latitude Speed
17.000000 36.302247 10.661019
17.033333 36.302247 10.707766
17.066667 36.302247 10.761292
17.100000 36.302247 10.815531
17.133333 36.302247 10.870471
17.166667 36.302247 10.926103
17.200000 36.302247 10.982413
17.233333 36.302247 11.039393
17.266667 36.302247 11.094160
17.300000 36.302247 11.153615
17.333333 36.302247 11.220955
17.366667 36.302247 11.290053
17.400000 36.302247 11.360879
17.433333 36.302247 11.433401
17.466667 36.302247 11.507585
17.500000 36.302247 11.583400
17.533333 36.302247 11.658152
17.566667 36.302247 11.731607
17.600000 36.302247 11.806557
17.633333 36.302247 11.882969
17.666667 36.302247 11.960815
17.700000 36.302247 12.040071
17.733333 36.302247 12.120704
17.766667 36.302247 12.199578
17.800000 36.302247 12.278296
17.833333 36.302247 12.360196
17.866667 36.302247 12.444404
17.900000 36.302247 12.530877
17.933333 36.302247 12.619564
17.966667 36.302247 12.710423
18.000000 36.302247 12.803405
18.033333 36.302247 12.861837
18.066667 36.302247 12.889816
18.100000 36.302247 12.920888
18.133333 36.302247 12.955028
18.166667 36.302247 12.992217
18.200000 36.302247 13.032426
18.233333 36.302247 13.075625
18.266667 36.302247 13.113622
18.300000 36.302247 13.138188
18.333333 36.302247 13.157325
18.366667 36.302247 13.178729
18.400000 36.302247 13.202391
18.433333 36.302247 13.228297
18.466667 36.302247 13.256436
18.500000 36.302247 13.286791
18.533333 36.302247 13.304402
18.566667 36.302247 13.305149
18.600000 36.302247 13.309310
18.633333 36.302247 13.316878
18.666667 36.302247 13.327849
18.700000 36.302247 13.342217
18.733333 36.302247 13.359968
18.766667 36.302247 13.374746
18.800000 36.302247 13.383771
18.833333 36.302247 13.393170
18.866667 36.302247 13.405023
18.900000 36.302247 13.419323
18.933333 36.302247 13.436063
18.966667 36.302247 13.455234
19.000000 36.302247 13.476824
19.033333 36.302247 13.478533
19.066667 36.302247 13.476366
19.100000 36.302247 13.475633
19.133333 36.302247 13.476329
19.166667 36.302247 13.478460
19.200000 36.302247 13.482020
19.233333 36.302247 13.487012
19.266667 36.302247 13.486125
19.300000 36.302247 13.474049
19.333333 36.302247 13.458147
19.366667 36.302247 13.443701
19.400000 36.302247 13.430717
19.433333 36.302247 13.419196
19.466667 36.302247 13.409146
19.500000 36.302247 13.400569
19.533333 36.302247 13.376256
19.566667 36.302247 13.350934
19.600000 36.302247 13.326623
19.633333 36.302247 13.303330
19.666667 36.302247 13.281059
19.700000 36.302247 13.259817
19.733333 36.302247 13.239607
19.766667 36.302247 13.212788
19.800000 36.302247 13.177304
19.833333 36.302247 13.140773
19.866667 36.302247 13.105081
19.900000 36.302247 13.070234
19.933333 36.302247 13.036240
19.966667 36.302247 13.003104
20.000000 36.302247 12.970833
20.033333 36.302247 12.914653
20.066667 36.302247 12.846938
20.100000 36.302247 12.780145
20.133333 36.302247 12.714288
20.166667 36.302247 12.649379
20.200000 36.302247 12.585434
20.233333 36.302247 12.522470
20.266667 36.302247 12.457211
20.300000 36.302247 12.388723
17.000000 36.329110 10.660892
17.033333 36.329110 10.704472
17.066667 36.329110 10.756809
17.100000 36.329110 10.809907
17.133333 36.329110 10.863751
17.166667 36.329110 10.918333
17.200000 36.329110 10.973639
17.233333 36.329110 11.029660
17.266667 36.329110 11.082889
17.300000 36.329110 11.139861
17.333333 36.329110 11.204392
17.366667 36.329110 11.270720
17.400000 36.329110 11.338811
17.433333 36.329110 11.408633
17.466667 36.329110 11.480158
17.500000 36.329110 11.553351
17.533333 36.329110 11.624187
17.566667 36.329110 11.694663
17.600000 36.329110 11.766847
17.633333 36.329110 11.840707
17.666667 36.329110 11.916211
17.700000 36.329110 11.993329
17.733333 36.329110 12.072031
17.766667 36.329110 12.149037
17.800000 36.329110 12.225578
17.833333 36.329110 12.305110
17.866667 36.329110 12.387069
17.900000 36.329110 12.471408
17.933333 36.329110 12.558079
17.966667 36.329110 12.647035
18.000000 36.329110 12.738226
18.033333 36.329110 12.794315
18.066667 36.329110 12.819873
18.100000 36.329110 12.848656
18.133333 36.329110 12.880637
18.166667 36.329110 12.915796
18.200000 36.329110 12.954105
18.233333 36.329110 12.995539
18.266667 36.329110 13.031832
18.300000 36.329110 13.054626
18.333333 36.329110 13.072029
18.366667 36.329110 13.091987
18.400000 36.329110 13.114489
18.433333 36.329110 13.139524
18.466667 36.329110 13.167075
18.500000 36.329110 13.197127
18.533333 36.329110 13.213912
18.566667 36.329110 13.214476
18.600000 36.329110 13.218476
18.633333 36.329110 13.225908
18.666667 36.329110 13.236769
18.700000 36.329110 13.251048
18.733333 36.329110 13.268734
18.766667 36.329110 13.284093
18.800000 36.329110 13.294160
18.833333 36.329110 13.304496
18.866667 36.329110 13.317514
18.900000 36.329110 13.333210
18.933333 36.329110 13.351572
18.966667 36.329110 13.372588
19.000000 36.329110 13.396247
19.033333 36.329110 13.398692
19.066667 36.329110 13.397031
19.100000 36.329110 13.396921
19.133333 36.329110 13.398368
19.166667 36.329110 13.401368
19.200000 36.329110 13.405920
19.233333 36.329110 13.412024
19.266667 36.329110 13.411804
19.300000 36.329110 13.400391
19.333333 36.329110 13.385683
19.366667 36.329110 13.372441
19.400000 36.329110 13.360671
19.433333 36.329110 13.350374
19.466667 36.329110 13.341556
19.500000 36.329110 13.334220
19.533333 36.329110 13.312894
19.566667 36.329110 13.290339
19.600000 36.329110 13.268881
19.633333 36.329110 13.248525
19.666667 36.329110 13.229276
19.700000 36.329110 13.211139
19.733333 36.329110 13.194118
19.766667 36.329110 13.169509
19.800000 36.329110 13.135315
19.833333 36.329110 13.100199
19.866667 36.329110 13.065943
19.900000 36.329110 13.032556
19.933333 36.329110 13.000039
19.966667 36.329110 12.968403
20.000000 36.329110 12.937654
20.033333 36.329110 12.882343
20.066667 36.329110 12.815442
20.100000 36.329110 12.749489
20.133333 36.329110 12.684494
20.166667 36.329110 12.620477
20.200000 36.329110 12.557449
20.233333 36.329110 12.495429
20.266667 36.329110 12.430676
20.300000 36.329110 12.362053
17.000000 36.355964 10.665840
17.033333 36.355964 10.706203
17.066667 36.355964 10.757256
17.100000 36.355964 10.809115
17.133333 36.355964 10.861771
17.166667 36.355964 10.915208
17.200000 36.355964 10.969418
17.233333 36.355964 11.024388
17.266667 36.355964 11.076017
17.300000 36.355964 11.130472
17.333333 36.355964 11.192163
17.366667 36.355964 11.255685
17.400000 36.355964 11.321007
17.433333 36.355964 11.388096
17.466667 36.355964 11.456923
17.500000 36.355964 11.527456
17.533333 36.355964 11.594059
17.566667 36.355964 11.661243
17.600000 36.355964 11.730365
17.633333 36.355964 11.801388
17.666667 36.355964 11.874279
17.700000 36.355964 11.949005
17.733333 36.355964 12.025532
17.766667 36.355964 12.100497
17.800000 36.355964 12.174759
17.833333 36.355964 12.251823
17.866667 36.355964 12.331434
17.900000 36.355964 12.413547
17.933333 36.355964 12.498107
17.966667 36.355964 12.585070
18.000000 36.355964 12.674382
18.033333 36.355964 12.728037
18.066667 36.355964 12.751091
18.100000 36.355964 12.777500
18.133333 36.355964 12.807240
18.166667 36.355964 12.840293
18.200000 36.355964 12.876628
18.233333 36.355964 12.916222
18.266667 36.355964 12.950698
18.300000 36.355964 12.971576
18.333333 36.355964 12.987117
18.366667 36.355964 13.005521
18.400000 36.355964 13.026778
18.433333 36.355964 13.050871
18.466667 36.355964 13.077786
18.500000 36.355964 13.107506
18.533333 36.355964 13.123462
18.566667 36.355964 13.123839
18.600000 36.355964 13.127679
18.633333 36.355964 13.134974
18.666667 36.355964 13.145720
18.700000 36.355964 13.159910
18.733333 36.355964 13.177531
18.766667 36.355964 13.193473
18.800000 36.355964 13.204591
18.833333 36.355964 13.215886
18.866667 36.355964 13.230105
18.900000 36.355964 13.247240
18.933333 36.355964 13.267281
18.966667 36.355964 13.290211
19.000000 36.355964 13.316017
19.033333 36.355964 13.319261
19.066667 36.355964 13.318172
19.100000 36.355964 13.318765
19.133333 36.355964 13.321039
19.166667 36.355964 13.324996
19.200000 36.355964 13.330631
19.233333 36.355964 13.337945
19.266667 36.355964 13.338451
19.300000 36.355964 13.327717
19.333333 36.355964 13.314218
19.366667 36.355964 13.302194
19.400000 36.355964 13.291649
19.433333 36.355964 13.282589
19.466667 36.355964 13.275017
19.500000 36.355964 13.268932
19.533333 36.355964 13.250681
19.566667 36.355964 13.230985
19.600000 36.355964 13.212473
19.633333 36.355964 13.195150
19.666667 36.355964 13.179024
19.700000 36.355964 13.164096
19.733333 36.355964 13.150371
19.766667 36.355964 13.128041
19.800000 36.355964 13.095166
